POS	lemma	word
NN	pg	pg
NN	etext94	etext94
NN	beqst10	beqst10
NN	txt	txt
DT	the	The
CD	30	30
CD	000	000
NN	bequest	Bequest
IN	by	by
NNP	Mark	Mark
NNP	Twain	Twain
NNP	June	June
CD	1994	1994
NNP	Etext	Etext
CD	142	142
DT	this	This
NN	text	text
VBZ	be	is
IN	in	in
DT	the	the
JJ	public	PUBLIC
NN	domain	DOMAIN
DT	the	THE
CD	30	30
CD	000	000
NN	bequest	BEQUEST
CC	and	and
JJ	other	Other
NNS	story	Stories
IN	by	by
NNP	Mark	Mark
NNP	Twain	Twain
NNP	Samuel	Samuel
NNP	L	L
NNP	Clemens	Clemens
DT	the	The
CD	30	30
CD	000	000
NN	bequest	Bequest
DT	a	A
NN	dog	Dog
NNS	s	s
NN	tale	Tale
VBD	be	Was
PRP	it	It
NN	heaven	Heaven
CC	or	Or
NN	hell	Hell
DT	a	A
NN	cure	Cure
IN	for	for
DT	the	the
NN	blues	Blues
DT	the	The
NN	enemy	Enemy
VBD	conquer	Conquered
CC	or	or
NN	love	Love
JJ	triumphant	Triumphant
DT	the	The
NN	californian	Californian
NNS	s	s
NNP	Tale	Tale
DT	a	A
JJ	helpless	Helpless
NN	situation	Situation
DT	a	A
JJ	telephonic	Telephonic
NN	conversation	Conversation
NNP	Edward	Edward
NNP	Mills	Mills
CC	and	and
NNP	George	George
NNP	Benton	Benton
DT	a	A
NN	tale	Tale
DT	the	The
CD	five	Five
NNS	boon	Boons
IN	of	of
NN	life	Life
DT	the	The
JJ	first	First
VBG	write	Writing
NNS	machine	machines
JJ	italian	Italian
IN	without	without
DT	a	a
NN	master	Master
JJ	italian	Italian
IN	with	with
NN	grammar	Grammar
DT	a	A
JJ	burlesque	Burlesque
NN	biography	Biography
WRB	how	How
TO	to	to
VB	tell	Tell
DT	a	a
NN	story	Story
JJ	general	General
NNP	Washington	Washington
NNS	s	s
NNP	Negro	Negro
NNP	Body	Body
NNP	servant	servant
NN	wit	Wit
NNS	inspiration	Inspirations
IN	of	of
DT	the	the
CD	two	Two
NN	year	year
NNS	old	olds
DT	a	An
JJ	entertaining	Entertaining
NN	article	Article
DT	a	A
NN	letter	Letter
TO	to	to
DT	the	the
NN	secretary	Secretary
IN	of	of
DT	the	the
NNP	Treasury	Treasury
VBD	amend	Amended
NNS	obituary	Obituaries
DT	a	A
NN	momument	Momument
TO	to	to
NNP	Adam	Adam
DT	a	A
JJ	humane	Humane
NN	word	Word
IN	from	from
NNP	Satan	Satan
NN	introduction	Introduction
TO	to	to
DT	the	The
JJ	new	New
NN	guide	Guide
IN	of	of
DT	the	the
NN	conversation	Conversation
IN	in	in
NN	portuguese	Portuguese
CC	and	and
JJ	english	English
NN	advice	Advice
TO	to	to
JJ	little	Little
NNS	girl	Girls
IN	post	Post
FW	mortem	mortem
NN	poetry	Poetry
DT	the	The
NN	danger	Danger
IN	of	of
VBG	lie	Lying
IN	in	in
NN	bed	Bed
NN	portrait	Portrait
IN	of	of
NNP	King	King
NNP	William	William
NNP	III	III
VBZ	do	Does
DT	the	the
NN	race	Race
IN	of	of
NN	man	Man
VBP	love	Love
DT	a	a
NN	lord	Lord
NNS	extract	Extracts
IN	from	from
NNP	Adam	Adam
NNP	s	s
NN	diary	Diary
NN	eve	Eve
NNS	s	s
NN	diary	Diary
DT	the	THE
CD	30	30
CD	000	000
NN	bequest	BEQUEST
NN	chapter	CHAPTER
PRP	I	I
VBP	lakeside	Lakeside
VBD	be	was
DT	a	a
JJ	pleasant	pleasant
JJ	little	little
NN	town	town
IN	of	of
CD	five	five
CC	or	or
CD	six	six
CD	thousand	thousand
NNS	inhabitant	inhabitants
CC	and	and
DT	a	a
RB	rather	rather
RB	pretty	pretty
CD	one	one
RB	too	too
IN	as	as
NNS	town	towns
VBP	go	go
IN	in	in
DT	the	the
NNP	Far	Far
NNP	West	West
PRP	it	It
VBD	have	had
NN	church	church
NNS	accommodation	accommodations
IN	for	for
CD	thirty	thirty
CD	five	five
CD	thousand	thousand
WDT	which	which
VBZ	be	is
DT	the	the
NN	way	way
IN	of	of
DT	the	the
NNP	Far	Far
NNP	West	West
CC	and	and
DT	the	the
NNP	South	South
WRB	where	where
NN	everybody	everybody
VBZ	be	is
JJ	religious	religious
CC	and	and
WRB	where	where
DT	each	each
IN	of	of
DT	the	the
JJ	protestant	Protestant
NNS	sect	sects
VBZ	be	is
VBN	represent	represented
CC	and	and
VBZ	have	has
DT	a	a
NN	plant	plant
IN	of	of
PRP$	its	its
JJ	own	own
NN	rank	Rank
VBD	be	was
JJ	unknown	unknown
IN	in	in
JJ	lakeside	Lakeside
JJ	unconfessed	unconfessed
RB	anyway	anyway
NN	everybody	everybody
VBD	know	knew
NN	everybody	everybody
CC	and	and
PRP$	he	his
NN	dog	dog
CC	and	and
DT	a	a
JJ	sociable	sociable
NN	friendliness	friendliness
VBD	be	was
DT	the	the
VBG	prevail	prevailing
NN	atmosphere	atmosphere
NNP	Saladin	Saladin
NNP	Foster	Foster
VBD	be	was
NN	book	book
NN	keeper	keeper
IN	in	in
DT	the	the
JJ	principal	principal
NN	store	store
CC	and	and
DT	the	the
RB	only	only
JJ	high	high
JJ	salaried	salaried
NN	man	man
IN	of	of
PRP$	he	his
NN	profession	profession
IN	in	in
NN	lakeside	Lakeside
PRP	he	He
VBD	be	was
CD	thirty	thirty
CD	five	five
NNS	year	years
JJ	old	old
RB	now	now
PRP	he	he
VBD	have	had
VBN	serve	served
IN	that	that
NN	store	store
IN	for	for
CD	fourteen	fourteen
NNS	year	years
PRP	he	he
VBD	have	had
VBN	begin	begun
IN	in	in
PRP$	he	his
NN	marriage	marriage
NN	week	week
IN	at	at
CD	four	four
CD	hundred	hundred
NNS	dollar	dollars
DT	a	a
NN	year	year
CC	and	and
VBD	have	had
VBN	climb	climbed
RB	steadily	steadily
IN	up	up
DT	a	a
CD	hundred	hundred
NNS	dollar	dollars
DT	a	a
NN	year	year
IN	for	for
CD	four	four
NNS	year	years
IN	from	from
DT	that	that
NN	time	time
RB	forth	forth
PRP$	he	his
NN	wage	wage
VBD	have	had
VBN	remain	remained
CD	eight	eight
CD	hundred	hundred
DT	a	a
JJ	handsome	handsome
NN	figure	figure
RB	indeed	indeed
CC	and	and
NN	everybody	everybody
VBD	concede	conceded
IN	that	that
PRP	he	he
VBD	be	was
JJ	worth	worth
PRP	it	it
PRP$	he	His
NN	wife	wife
NNP	Electra	Electra
VBD	be	was
DT	a	a
JJ	capable	capable
NN	helpmeet	helpmeet
IN	although	although
IN	like	like
PRP	himself	himself
DT	a	a
NN	dreamer	dreamer
IN	of	of
NNS	dream	dreams
CC	and	and
DT	a	a
JJ	private	private
NN	dabbler	dabbler
IN	in	in
NN	romance	romance
DT	the	The
JJ	first	first
NN	thing	thing
PRP	she	she
VBD	do	did
IN	after	after
PRP$	she	her
NN	marriage	marriage
NN	child	child
IN	as	as
PRP	she	she
VBD	be	was
VBN	age	aged
RB	only	only
CD	nineteen	nineteen
VBD	be	was
TO	to	to
VB	buy	buy
DT	a	an
NN	acre	acre
IN	of	of
NN	ground	ground
IN	on	on
DT	the	the
NN	edge	edge
IN	of	of
DT	the	the
NN	town	town
CC	and	and
VB	pay	pay
RP	down	down
DT	the	the
NN	cash	cash
IN	for	for
PRP	it	it
CD	twenty	twenty
CD	five	five
NNS	dollar	dollars
DT	all	all
PRP$	she	her
NN	fortune	fortune
NN	saladin	Saladin
VBD	have	had
RBR	less	less
IN	by	by
CD	fifteen	fifteen
PRP	she	She
VBD	institute	instituted
DT	a	a
NN	vegetable	vegetable
NN	garden	garden
RB	there	there
VBD	get	got
PRP	it	it
VBD	farm	farmed
IN	on	on
NNS	share	shares
IN	by	by
DT	the	the
JJS	nearest	nearest
NN	neighbor	neighbor
CC	and	and
VBD	make	made
PRP	it	it
VB	pay	pay
PRP	she	her
DT	a	a
CD	hundred	hundred
IN	per	per
NN	cent	cent
DT	a	a
NN	year	year
IN	out	Out
IN	of	of
NNP	Saladin	Saladin
NNP	s	s
NNP	first	first
NN	year	year
VBZ	be	s
NN	wage	wage
PRP	she	she
VBD	put	put
CD	thirty	thirty
NNS	dollar	dollars
IN	in	in
DT	the	the
NNS	savings	savings
NN	bank	bank
CD	sixty	sixty
IN	out	out
IN	of	of
PRP$	he	his
JJ	second	second
DT	a	a
CD	hundred	hundred
IN	out	out
IN	of	of
PRP$	he	his
JJ	third	third
DT	a	a
CD	hundred	hundred
CC	and	and
CD	fifty	fifty
IN	out	out
IN	of	of
PRP$	he	his
JJ	fourth	fourth
PRP$	he	His
NN	wage	wage
VBD	go	went
TO	to	to
CD	eight	eight
CD	hundred	hundred
DT	a	a
NN	year	year
RB	then	then
CC	and	and
RB	meantime	meantime
CD	two	two
NNS	child	children
VBD	have	had
VBN	arrive	arrived
CC	and	and
VBN	increase	increased
DT	the	the
NNS	expense	expenses
CC	but	but
PRP	she	she
VBD	bank	banked
CD	two	two
CD	hundred	hundred
DT	a	a
NN	year	year
IN	from	from
DT	the	the
NN	salary	salary
RB	nevertheless	nevertheless
RB	thenceforth	thenceforth
WRB	when	When
PRP	she	she
VBD	have	had
VBN	be	been
VBN	marry	married
CD	seven	seven
NNS	year	years
PRP	she	she
VBD	build	built
CC	and	and
VBD	furnish	furnished
DT	a	a
RB	pretty	pretty
CC	and	and
JJ	comfortable	comfortable
CD	two	two
CD	thousand	thousand
NN	dollar	dollar
NN	house	house
IN	in	in
DT	the	the
NN	midst	midst
IN	of	of
PRP$	she	her
NN	garden	garden
NN	acre	acre
VBD	pay	paid
NN	half	half
IN	of	of
DT	the	the
NN	money	money
RB	down	down
CC	and	and
VBD	move	moved
PRP$	she	her
NN	family	family
IN	in	in
CD	seven	Seven
NNS	year	years
RB	later	later
PRP	she	she
VBD	be	was
IN	out	out
IN	of	of
NN	debt	debt
CC	and	and
VBD	have	had
JJ	several	several
CD	hundred	hundred
NNS	dollar	dollars
IN	out	out
VBG	earn	earning
PRP$	its	its
NN	living	living
VBG	earn	Earning
PRP	it	it
IN	by	by
DT	the	the
NN	rise	rise
IN	in	in
VBD	land	landed
NN	estate	estate
IN	for	for
PRP	she	she
VBD	have	had
RB	long	long
RB	ago	ago
VBD	buy	bought
DT	another	another
NN	acre	acre
CC	or	or
CD	two	two
CC	and	and
VBD	sell	sold
DT	the	the
JJS	most	most
IN	of	of
PRP	it	it
IN	at	at
DT	a	a
NN	profit	profit
TO	to	to
JJ	pleasant	pleasant
NNS	people	people
WP	who	who
VBD	be	were
JJ	willing	willing
TO	to	to
VB	build	build
CC	and	and
MD	would	would
VB	be	be
JJ	good	good
NNS	neighbor	neighbors
CC	and	and
VBP	furnish	furnish
DT	a	a
JJ	general	general
NN	comradeship	comradeship
IN	for	for
PRP	herself	herself
CC	and	and
PRP$	she	her
VBG	grow	growing
NN	family	family
PRP	she	She
VBD	have	had
DT	a	an
JJ	independent	independent
NN	income	income
IN	from	from
JJ	safe	safe
NNS	investment	investments
IN	of	of
IN	about	about
DT	a	a
CD	hundred	hundred
NNS	dollar	dollars
DT	a	a
NN	year	year
PRP$	she	her
NNS	child	children
VBD	be	were
VBG	grow	growing
IN	in	in
NNS	year	years
CC	and	and
NN	grace	grace
CC	and	and
PRP	she	she
VBD	be	was
DT	a	a
JJ	pleased	pleased
CC	and	and
JJ	happy	happy
NN	woman	woman
JJ	happy	Happy
IN	in	in
PRP$	she	her
NN	husband	husband
